,label,0,1,2,3,4,5,6,7,8
163,0,1,0,0,0,0,0,0,0,0
164,"0,1,6",1,1,0,0,0,0,1,0,0
165,"0,1,5,7",1,1,0,0,0,1,0,1,0
166,"0,1,6",1,1,0,0,0,0,1,0,0
167,"0,1,5,7",1,1,0,0,0,1,0,1,0
168,0,1,0,0,0,0,0,0,0,0
169,0,1,0,0,0,0,0,0,0,0
170,"0,1,5",1,1,0,0,0,1,0,0,0
171,1,0,1,0,0,0,0,0,0,0
172,"1,2",0,1,1,0,0,0,0,0,0
173,0,1,0,0,0,0,0,0,0,0
174,1,0,1,0,0,0,0,0,0,0
175,"2,5",0,0,1,0,0,1,0,0,0
176,"1,5,7",0,1,0,0,0,1,0,1,0
177,"1,5,7",0,1,0,0,0,1,0,1,0
178,"1,5",0,1,0,0,0,1,0,0,0
179,"1,5",0,1,0,0,0,1,0,0,0
180,0,1,0,0,0,0,0,0,0,0
181,0,1,0,0,0,0,0,0,0,0
182,0,1,0,0,0,0,0,0,0,0
183,0,1,0,0,0,0,0,0,0,0
184,0,1,0,0,0,0,0,0,0,0
185,0,1,0,0,0,0,0,0,0,0
186,6,0,0,0,0,0,0,1,0,0
187,"1,2,5",0,1,1,0,0,1,0,0,0
188,0,1,0,0,0,0,0,0,0,0
189,1,0,1,0,0,0,0,0,0,0
190,"1,5",0,1,0,0,0,1,0,0,0
191,0,1,0,0,0,0,0,0,0,0
192,0,1,0,0,0,0,0,0,0,0
193,0,1,0,0,0,0,0,0,0,0
194,"0,1,2",1,1,1,0,0,0,0,0,0
195,0,1,0,0,0,0,0,0,0,0
196,1,0,1,0,0,0,0,0,0,0
197,"1,5",0,1,0,0,0,1,0,0,0
198,"1,5,7",0,1,0,0,0,1,0,1,0
199,0,1,0,0,0,0,0,0,0,0
200,"1,7",0,1,0,0,0,0,0,1,0
201,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
202,"1,5,7",0,1,0,0,0,1,0,1,0
203,1,0,1,0,0,0,0,0,0,0
204,1,0,1,0,0,0,0,0,0,0
205,7,0,0,0,0,0,0,0,1,0
206,0,1,0,0,0,0,0,0,0,0
207,0,1,0,0,0,0,0,0,0,0
208,0,1,0,0,0,0,0,0,0,0
209,"0,1,5,7",1,1,0,0,0,1,0,1,0
210,0,1,0,0,0,0,0,0,0,0
211,"0,1,5",1,1,0,0,0,1,0,0,0
212,"1,5",0,1,0,0,0,1,0,0,0
213,6,0,0,0,0,0,0,1,0,0
214,"0,1,5,7",1,1,0,0,0,1,0,1,0
215,1,0,1,0,0,0,0,0,0,0
216,0,1,0,0,0,0,0,0,0,0
217,"0,1,5",1,1,0,0,0,1,0,0,0
218,"0,1,5,7",1,1,0,0,0,1,0,1,0
219,0,1,0,0,0,0,0,0,0,0
220,0,1,0,0,0,0,0,0,0,0
221,"0,1,7",1,1,0,0,0,0,0,1,0
222,"0,5",1,0,0,0,0,1,0,0,0
223,"0,4,5",1,0,0,0,1,1,0,0,0
224,1,0,1,0,0,0,0,0,0,0
225,1,0,1,0,0,0,0,0,0,0
226,"1,5",0,1,0,0,0,1,0,0,0
227,"4,1",0,1,0,0,1,0,0,0,0
228,"0,1,2,3,4,5,6,7,8",1,1,1,1,1,1,1,1,1
229,"1,4,5",0,1,0,0,1,1,0,0,0
230,0,1,0,0,0,0,0,0,0,0
231,"1,5",0,1,0,0,0,1,0,0,0
232,"1,4",0,1,0,0,1,0,0,0,0
233,"0,1,7",1,1,0,0,0,0,0,1,0
234,"1,4",0,1,0,0,1,0,0,0,0
235,"1,0",1,1,0,0,0,0,0,0,0
236,0,1,0,0,0,0,0,0,0,0
237,5,0,0,0,0,0,1,0,0,0
238,0,1,0,0,0,0,0,0,0,0
239,6,0,0,0,0,0,0,1,0,0
240,"0,6",1,0,0,0,0,0,1,0,0
241,"0,1,5,6,7,8",1,1,0,0,0,1,1,1,1
242,1,0,1,0,0,0,0,0,0,0
243,1,0,1,0,0,0,0,0,0,0
244,0,1,0,0,0,0,0,0,0,0
245,"0,1,2,3,4,5,6,7,8",1,1,1,1,1,1,1,1,1
246,"4,1",0,1,0,0,1,0,0,0,0
247,"0,1,5,7",1,1,0,0,0,1,0,1,0
248,0,1,0,0,0,0,0,0,0,0
249,0,1,0,0,0,0,0,0,0,0
250,7,0,0,0,0,0,0,0,1,0
251,"1,5",0,1,0,0,0,1,0,0,0
252,"1,5,6",0,1,0,0,0,1,1,0,0
253,"1,3",0,1,0,1,0,0,0,0,0
254,0,1,0,0,0,0,0,0,0,0
255,0,1,0,0,0,0,0,0,0,0
256,"2,5",0,0,1,0,0,1,0,0,0
257,"0,4",1,0,0,0,1,0,0,0,0
258,"0,4",1,0,0,0,1,0,0,0,0
259,0,1,0,0,0,0,0,0,0,0
260,"1,4",0,1,0,0,1,0,0,0,0
261,0,1,0,0,0,0,0,0,0,0
262,0,1,0,0,0,0,0,0,0,0
263,0,1,0,0,0,0,0,0,0,0
264,1,0,1,0,0,0,0,0,0,0
265,"2,3,4,5",0,0,1,1,1,1,0,0,0
266,"1,5",0,1,0,0,0,1,0,0,0
267,"1,5",0,1,0,0,0,1,0,0,0
268,0,1,0,0,0,0,0,0,0,0
269,"1,5,6,7,8",0,1,0,0,0,1,1,1,1
270,"2,3",0,0,1,1,0,0,0,0,0
271,0,1,0,0,0,0,0,0,0,0
272,"1,2,5",0,1,1,0,0,1,0,0,0
273,"2,3",0,0,1,1,0,0,0,0,0
274,"2,3",0,0,1,1,0,0,0,0,0
275,"1,7",0,1,0,0,0,0,0,1,0
276,"2,3",0,0,1,1,0,0,0,0,0
277,"0,1,2,5",1,1,1,0,0,1,0,0,0
278,"2,5",0,0,1,0,0,1,0,0,0
279,"0,1,5",1,1,0,0,0,1,0,0,0
280,"0,1,5,6,7,8",1,1,0,0,0,1,1,1,1
281,0,1,0,0,0,0,0,0,0,0
282,4,0,0,0,0,1,0,0,0,0
283,"1,0",1,1,0,0,0,0,0,0,0
284,0,1,0,0,0,0,0,0,0,0
285,"1,8",0,1,0,0,0,0,0,0,1
286,"1,5",0,1,0,0,0,1,0,0,0
287,1,0,1,0,0,0,0,0,0,0
288,1,0,1,0,0,0,0,0,0,0
289,6,0,0,0,0,0,0,1,0,0
290,5,0,0,0,0,0,1,0,0,0
291,1,0,1,0,0,0,0,0,0,0
292,0,1,0,0,0,0,0,0,0,0
293,"0,4,5",1,0,0,0,1,1,0,0,0
294,"0,5",1,0,0,0,0,1,0,0,0
295,0,1,0,0,0,0,0,0,0,0
296,2,0,0,1,0,0,0,0,0,0
297,0,1,0,0,0,0,0,0,0,0
298,"0,1,6,7",1,1,0,0,0,0,1,1,0
299,"1,2",0,1,1,0,0,0,0,0,0
300,1,0,1,0,0,0,0,0,0,0
301,"1,5",0,1,0,0,0,1,0,0,0
302,1,0,1,0,0,0,0,0,0,0
303,"2,3",0,0,1,1,0,0,0,0,0
304,1,0,1,0,0,0,0,0,0,0
305,0,1,0,0,0,0,0,0,0,0
306,"1,5",0,1,0,0,0,1,0,0,0
307,"1,5,6",0,1,0,0,0,1,1,0,0
308,"1,2,3,5",0,1,1,1,0,1,0,0,0
309,1,0,1,0,0,0,0,0,0,0
310,1,0,1,0,0,0,0,0,0,0
311,2,0,0,1,0,0,0,0,0,0
312,"0,1,5,6,7,8",1,1,0,0,0,1,1,1,1
313,0,1,0,0,0,0,0,0,0,0
314,0,1,0,0,0,0,0,0,0,0
315,0,1,0,0,0,0,0,0,0,0
316,"2,5",0,0,1,0,0,1,0,0,0
317,0,1,0,0,0,0,0,0,0,0
318,1,0,1,0,0,0,0,0,0,0
319,0,1,0,0,0,0,0,0,0,0
320,0,1,0,0,0,0,0,0,0,0
321,1,0,1,0,0,0,0,0,0,0
322,0,1,0,0,0,0,0,0,0,0
323,1,0,1,0,0,0,0,0,0,0
324,"0,1,6",1,1,0,0,0,0,1,0,0
325,0,1,0,0,0,0,0,0,0,0
326,1,0,1,0,0,0,0,0,0,0
327,1,0,1,0,0,0,0,0,0,0
328,0,1,0,0,0,0,0,0,0,0
329,"1,5",0,1,0,0,0,1,0,0,0
330,"0,1,5",1,1,0,0,0,1,0,0,0
331,0,1,0,0,0,0,0,0,0,0
332,"5,7",0,0,0,0,0,1,0,1,0
333,"0,1,5,6,7,8",1,1,0,0,0,1,1,1,1
334,7,0,0,0,0,0,0,0,1,0
335,"0,5,7",1,0,0,0,0,1,0,1,0
336,"0,1,5,7",1,1,0,0,0,1,0,1,0
337,"2,5",0,0,1,0,0,1,0,0,0
338,0,1,0,0,0,0,0,0,0,0
339,0,1,0,0,0,0,0,0,0,0
340,0,1,0,0,0,0,0,0,0,0
341,0,1,0,0,0,0,0,0,0,0
342,6,0,0,0,0,0,0,1,0,0
343,"1,6",0,1,0,0,0,0,1,0,0
344,1,0,1,0,0,0,0,0,0,0
345,"1,8",0,1,0,0,0,0,0,0,1
346,"1,5",0,1,0,0,0,1,0,0,0
347,"1,2",0,1,1,0,0,0,0,0,0
348,"1,0",1,1,0,0,0,0,0,0,0
349,"1,6",0,1,0,0,0,0,1,0,0
350,"1,5",0,1,0,0,0,1,0,0,0
351,"1,6",0,1,0,0,0,0,1,0,0
352,6,0,0,0,0,0,0,1,0,0
353,"0,1,6",1,1,0,0,0,0,1,0,0
354,"1,6",0,1,0,0,0,0,1,0,0
355,"1,6",0,1,0,0,0,0,1,0,0
356,0,1,0,0,0,0,0,0,0,0
357,"1,6",0,1,0,0,0,0,1,0,0
358,0,1,0,0,0,0,0,0,0,0
359,1,0,1,0,0,0,0,0,0,0
360,"0,1,6,7",1,1,0,0,0,0,1,1,0
361,7,0,0,0,0,0,0,0,1,0
362,7,0,0,0,0,0,0,0,1,0
363,7,0,0,0,0,0,0,0,1,0
364,7,0,0,0,0,0,0,0,1,0
365,"1,4",0,1,0,0,1,0,0,0,0
366,0,1,0,0,0,0,0,0,0,0
367,"1,4",0,1,0,0,1,0,0,0,0
368,"1,4",0,1,0,0,1,0,0,0,0
369,"0,4",1,0,0,0,1,0,0,0,0
370,4,0,0,0,0,1,0,0,0,0
371,0,1,0,0,0,0,0,0,0,0
372,0,1,0,0,0,0,0,0,0,0
373,"0,6",1,0,0,0,0,0,1,0,0
374,"0,7",1,0,0,0,0,0,0,1,0
375,6,0,0,0,0,0,0,1,0,0
376,"0,4",1,0,0,0,1,0,0,0,0
377,"0,1,4,5",1,1,0,0,1,1,0,0,0
378,0,1,0,0,0,0,0,0,0,0
379,1,0,1,0,0,0,0,0,0,0
380,1,0,1,0,0,0,0,0,0,0
381,0,1,0,0,0,0,0,0,0,0
382,0,1,0,0,0,0,0,0,0,0
383,"0,1,7",1,1,0,0,0,0,0,1,0
384,7,0,0,0,0,0,0,0,1,0
385,7,0,0,0,0,0,0,0,1,0
386,"1,5,7",0,1,0,0,0,1,0,1,0
387,0,1,0,0,0,0,0,0,0,0
388,1,0,1,0,0,0,0,0,0,0
389,"1,5",0,1,0,0,0,1,0,0,0
390,"1,5",0,1,0,0,0,1,0,0,0
391,"1,5",0,1,0,0,0,1,0,0,0
392,1,0,1,0,0,0,0,0,0,0
393,"0,1,5",1,1,0,0,0,1,0,0,0
394,0,1,0,0,0,0,0,0,0,0
395,0,1,0,0,0,0,0,0,0,0
396,0,1,0,0,0,0,0,0,0,0
397,"0,6",1,0,0,0,0,0,1,0,0
398,0,1,0,0,0,0,0,0,0,0
399,"0,1,2,4,5,6,7,8",1,1,1,0,1,1,1,1,1
400,"1,2,3,5",0,1,1,1,0,1,0,0,0
401,1,0,1,0,0,0,0,0,0,0
402,1,0,1,0,0,0,0,0,0,0
403,0,1,0,0,0,0,0,0,0,0
404,"2,5",0,0,1,0,0,1,0,0,0
405,"2,3",0,0,1,1,0,0,0,0,0
406,"4,1",0,1,0,0,1,0,0,0,0
407,"4,5,1",0,1,0,0,1,1,0,0,0
408,"0,1,4,5,7",1,1,0,0,1,1,0,1,0
409,"1,2",0,1,1,0,0,0,0,0,0
410,1,0,1,0,0,0,0,0,0,0
411,1,0,1,0,0,0,0,0,0,0
412,1,0,1,0,0,0,0,0,0,0
413,"1,5",0,1,0,0,0,1,0,0,0
414,"0,1,5,6,7,8",1,1,0,0,0,1,1,1,1
415,6,0,0,0,0,0,0,1,0,0
416,6,0,0,0,0,0,0,1,0,0
417,0,1,0,0,0,0,0,0,0,0
418,0,1,0,0,0,0,0,0,0,0
419,"1,4",0,1,0,0,1,0,0,0,0
420,0,1,0,0,0,0,0,0,0,0
421,"1,5,7",0,1,0,0,0,1,0,1,0
422,5,0,0,0,0,0,1,0,0,0
423,7,0,0,0,0,0,0,0,1,0
424,0,1,0,0,0,0,0,0,0,0
425,"0,1,7",1,1,0,0,0,0,0,1,0
426,"0,1,5,7",1,1,0,0,0,1,0,1,0
427,"0,1,4,5,7",1,1,0,0,1,1,0,1,0
428,0,1,0,0,0,0,0,0,0,0
429,"0,1,5,7",1,1,0,0,0,1,0,1,0
430,"1,7",0,1,0,0,0,0,0,1,0
431,1,0,1,0,0,0,0,0,0,0
432,1,0,1,0,0,0,0,0,0,0
433,"2,3",0,0,1,1,0,0,0,0,0
434,"1,7",0,1,0,0,0,0,0,1,0
435,"2,3",0,0,1,1,0,0,0,0,0
436,1,0,1,0,0,0,0,0,0,0
437,0,1,0,0,0,0,0,0,0,0
438,0,1,0,0,0,0,0,0,0,0
439,"1,5,7",0,1,0,0,0,1,0,1,0
440,0,1,0,0,0,0,0,0,0,0
441,0,1,0,0,0,0,0,0,0,0
442,"0,1,5,7",1,1,0,0,0,1,0,1,0
443,"1,5",0,1,0,0,0,1,0,0,0
444,"1,5",0,1,0,0,0,1,0,0,0
445,"1,5",0,1,0,0,0,1,0,0,0
446,"0,1,6,7,8",1,1,0,0,0,0,1,1,1
447,"1,0",1,1,0,0,0,0,0,0,0
448,1,0,1,0,0,0,0,0,0,0
449,1,0,1,0,0,0,0,0,0,0
450,1,0,1,0,0,0,0,0,0,0
451,1,0,1,0,0,0,0,0,0,0
452,"0,1,5",1,1,0,0,0,1,0,0,0
453,"0,4",1,0,0,0,1,0,0,0,0
454,"0,4",1,0,0,0,1,0,0,0,0
455,"0,1,4,5",1,1,0,0,1,1,0,0,0
456,"0,1,5,7",1,1,0,0,0,1,0,1,0
457,"1,5",0,1,0,0,0,1,0,0,0
458,"0,1,5",1,1,0,0,0,1,0,0,0
459,0,1,0,0,0,0,0,0,0,0
460,7,0,0,0,0,0,0,0,1,0
461,6,0,0,0,0,0,0,1,0,0
462,"1,5,6,7",0,1,0,0,0,1,1,1,0
463,0,1,0,0,0,0,0,0,0,0
464,0,1,0,0,0,0,0,0,0,0
465,0,1,0,0,0,0,0,0,0,0
466,4,0,0,0,0,1,0,0,0,0
467,1,0,1,0,0,0,0,0,0,0
468,0,1,0,0,0,0,0,0,0,0
469,"1,5",0,1,0,0,0,1,0,0,0
470,"0,1,5,7",1,1,0,0,0,1,0,1,0
471,"0,1,2,5,6,7,8",1,1,1,0,0,1,1,1,1
472,"0,1,5,7",1,1,0,0,0,1,0,1,0
473,7,0,0,0,0,0,0,0,1,0
474,0,1,0,0,0,0,0,0,0,0
475,"1,5",0,1,0,0,0,1,0,0,0
476,"0,1,5,6,7",1,1,0,0,0,1,1,1,0
477,0,1,0,0,0,0,0,0,0,0
478,"0,1,7",1,1,0,0,0,0,0,1,0
479,1,0,1,0,0,0,0,0,0,0
480,1,0,1,0,0,0,0,0,0,0
481,"0,4",1,0,0,0,1,0,0,0,0
482,"0,1,2,4,5",1,1,1,0,1,1,0,0,0
483,0,1,0,0,0,0,0,0,0,0
484,"0,1,5,7",1,1,0,0,0,1,0,1,0
485,0,1,0,0,0,0,0,0,0,0
486,"0,1,5,7",1,1,0,0,0,1,0,1,0
487,1,0,1,0,0,0,0,0,0,0
488,"1,4",0,1,0,0,1,0,0,0,0
489,0,1,0,0,0,0,0,0,0,0
490,0,1,0,0,0,0,0,0,0,0
491,0,1,0,0,0,0,0,0,0,0
492,0,1,0,0,0,0,0,0,0,0
493,0,1,0,0,0,0,0,0,0,0
494,0,1,0,0,0,0,0,0,0,0
495,1,0,1,0,0,0,0,0,0,0
496,0,1,0,0,0,0,0,0,0,0
497,5,0,0,0,0,0,1,0,0,0
498,"1,7",0,1,0,0,0,0,0,1,0
499,6,0,0,0,0,0,0,1,0,0
500,0,1,0,0,0,0,0,0,0,0
501,0,1,0,0,0,0,0,0,0,0
502,"0,1,5,7",1,1,0,0,0,1,0,1,0
503,1,0,1,0,0,0,0,0,0,0
504,1,0,1,0,0,0,0,0,0,0
505,1,0,1,0,0,0,0,0,0,0
506,"0,1,5",1,1,0,0,0,1,0,0,0
507,"1,5",0,1,0,0,0,1,0,0,0
508,"1,2",0,1,1,0,0,0,0,0,0
509,1,0,1,0,0,0,0,0,0,0
510,"1,5",0,1,0,0,0,1,0,0,0
511,0,1,0,0,0,0,0,0,0,0
512,6,0,0,0,0,0,0,1,0,0
513,0,1,0,0,0,0,0,0,0,0
514,0,1,0,0,0,0,0,0,0,0
515,0,1,0,0,0,0,0,0,0,0
516,0,1,0,0,0,0,0,0,0,0
517,0,1,0,0,0,0,0,0,0,0
518,2,0,0,1,0,0,0,0,0,0
519,"1,5",0,1,0,0,0,1,0,0,0
520,1,0,1,0,0,0,0,0,0,0
521,0,1,0,0,0,0,0,0,0,0
522,0,1,0,0,0,0,0,0,0,0
523,0,1,0,0,0,0,0,0,0,0
524,"0,1,5,7",1,1,0,0,0,1,0,1,0
525,7,0,0,0,0,0,0,0,1,0
526,"0,1,7",1,1,0,0,0,0,0,1,0
527,1,0,1,0,0,0,0,0,0,0
528,1,0,1,0,0,0,0,0,0,0
529,0,1,0,0,0,0,0,0,0,0
530,0,1,0,0,0,0,0,0,0,0
531,"0,1,2,3,4,5,6,7,8",1,1,1,1,1,1,1,1,1
532,0,1,0,0,0,0,0,0,0,0
533,0,1,0,0,0,0,0,0,0,0
534,0,1,0,0,0,0,0,0,0,0
535,0,1,0,0,0,0,0,0,0,0
536,"1,2,5,6,7,8",0,1,1,0,0,1,1,1,1
537,"1,5",0,1,0,0,0,1,0,0,0
538,"2,5",0,0,1,0,0,1,0,0,0
539,"1,6",0,1,0,0,0,0,1,0,0
540,"1,0",1,1,0,0,0,0,0,0,0
541,"0,1,4,5",1,1,0,0,1,1,0,0,0
542,0,1,0,0,0,0,0,0,0,0
543,"0,4",1,0,0,0,1,0,0,0,0
544,"0,1,6",1,1,0,0,0,0,1,0,0
545,"1,5",0,1,0,0,0,1,0,0,0
546,"0,1,5",1,1,0,0,0,1,0,0,0
547,"1,5",0,1,0,0,0,1,0,0,0
548,"6,7",0,0,0,0,0,0,1,1,0
549,"1,5,7",0,1,0,0,0,1,0,1,0
550,0,1,0,0,0,0,0,0,0,0
551,"0,1,5,7",1,1,0,0,0,1,0,1,0
552,5,0,0,0,0,0,1,0,0,0
553,0,1,0,0,0,0,0,0,0,0
554,0,1,0,0,0,0,0,0,0,0
555,5,0,0,0,0,0,1,0,0,0
556,2,0,0,1,0,0,0,0,0,0
557,"0,1,5",1,1,0,0,0,1,0,0,0
558,"0,1,5",1,1,0,0,0,1,0,0,0
559,1,0,1,0,0,0,0,0,0,0
560,"0,1,5",1,1,0,0,0,1,0,0,0
561,"1,5,7",0,1,0,0,0,1,0,1,0
562,5,0,0,0,0,0,1,0,0,0
563,"0,1,2,5",1,1,1,0,0,1,0,0,0
564,0,1,0,0,0,0,0,0,0,0
565,6,0,0,0,0,0,0,1,0,0
566,1,0,1,0,0,0,0,0,0,0
567,"1,5,6",0,1,0,0,0,1,1,0,0
568,"0,6",1,0,0,0,0,0,1,0,0
569,"2,5",0,0,1,0,0,1,0,0,0
570,2,0,0,1,0,0,0,0,0,0
571,"0,1,2,5,7",1,1,1,0,0,1,0,1,0
572,0,1,0,0,0,0,0,0,0,0
573,0,1,0,0,0,0,0,0,0,0
574,"0,1,5,7",1,1,0,0,0,1,0,1,0
